_id,add_date,collection_date.has_raw_value,community,depth.has_numeric_value,depth.has_raw_value,depth.has_unit,depth2.has_numeric_value,depth2.has_raw_value,depth2.has_unit,description,ecosystem,ecosystem_category,ecosystem_subtype,ecosystem_type,env_broad_scale.has_raw_value,env_local_scale.has_raw_value,env_medium.has_raw_value,geo_loc_name.has_raw_value,habitat,host_name,id,identifier,lat_lon.has_raw_value,lat_lon.latitude,lat_lon.longitude,location,mod_date,name,ncbi_taxonomy_name,nitrate.has_raw_value,nitrate.has_unit,part_of,salinity.has_raw_value,sample_collection_site,specific_ecosystem,temp.has_numeric_value,temp.has_raw_value,temp.has_unit,type
60e840cde9822b255ad942f8,2015-05-28,2014-09-02,microbial communities,0.5,0.5,meter,1,1.0,meter,Sterilized sand packs were incubated back in the ground and collected at time point T4.,Engineered,Artificial ecosystem,Unclassified,Sand microcosm,ENVO:01000253,ENVO:01000621,ENVO:01000017,"USA: Columbia River, Washington",sand microcosm,,gold:Gb0115227,GW-RW T4_2-Sept-14,46.37228379 -119.2717467,46.37228379,-119.2717467,"groundwater-surface water interaction zone in Washington, USA",2021-06-17,"Sand microcosm microbial communities from a hyporheic zone in Columbia River, Washington, USA - GW-RW T4_2-Sept-14",sediment metagenome,,,"[""gold:Gs0114663""]",,sand microcosm,Unclassified,,,,nmdc:Biosample
60e840cde9822b255ad942f9,2015-05-28,2014-05-21,microbial communities,0.5,0.5,meter,1,1.0,meter,Sterilized sand packs were incubated back in the ground and collected at time point T4.,Engineered,Artificial ecosystem,Unclassified,Sand microcosm,ENVO:01000253,ENVO:01000621,ENVO:01000017,"USA: Columbia River, Washington",sand microcosm,,gold:Gb0115228,GW-RW T4_21-May-14,46.37228379 -119.2717467,46.37228379,-119.2717467,"groundwater-surface water interaction zone in Washington, USA",2021-06-17,"Sand microcosm microbial communities from a hyporheic zone in Columbia River, Washington, USA - GW-RW T4_21-May-14",sediment metagenome,,,"[""gold:Gs0114663""]",,sand microcosm,Unclassified,,,,nmdc:Biosample
60e840cde9822b255ad942fa,2015-05-28,2014-07-22,microbial communities,0.5,0.5,meter,1,1.0,meter,Sterilized sand packs were incubated back in the ground and collected at time point T4.,Engineered,Artificial ecosystem,Unclassified,Sand microcosm,ENVO:01000253,ENVO:01000621,ENVO:01000017,"USA: Columbia River, Washington",sand microcosm,,gold:Gb0115229,GW-RW T4_22-July-14,46.37228379 -119.2717467,46.37228379,-119.2717467,"groundwater-surface water interaction zone in Washington, USA",2021-06-17,"Sand microcosm microbial communities from a hyporheic zone in Columbia River, Washington, USA- GW-RW T4_22-July-14",sediment metagenome,,,"[""gold:Gs0114663""]",,sand microcosm,Unclassified,,,,nmdc:Biosample
60e840cde9822b255ad942fb,2015-05-28,2014-09-23,microbial communities,0.5,0.5,meter,1,1.0,meter,Sterilized sand packs were incubated back in the ground and collected at time point T4.,Engineered,Artificial ecosystem,Unclassified,Sand microcosm,ENVO:01000253,ENVO:01000621,ENVO:01000017,"USA: Columbia River, Washington",sand microcosm,,gold:Gb0115230,GW-RW T4_23-Sept-14,46.37228379 -119.2717467,46.37228379,-119.2717467,"groundwater-surface water interaction zone in Washington, USA",2021-06-17,"Sand microcosm microbial communities from a hyporheic zone in Columbia River, Washington, USA - GW-RW T4_23-Sept-14",sediment metagenome,,,"[""gold:Gs0114663""]",,sand microcosm,Unclassified,,,,nmdc:Biosample
60e840cde9822b255ad942fc,2015-05-28,2014-11-25,microbial communities,0.5,0.5,meter,1,1.0,meter,Sterilized sand packs were incubated back in the ground and collected at time point T4.,Engineered,Artificial ecosystem,Unclassified,Sand microcosm,ENVO:01000253,ENVO:01000621,ENVO:01000017,"USA: Columbia River, Washington",sand microcosm,,gold:Gb0115231,GW-RW T4_25-Nov-14,46.37228379 -119.2717467,46.37228379,-119.2717467,"groundwater-surface water interaction zone in Washington, USA",2021-06-17,"Sand microcosm microbial communities from a hyporheic zone in Columbia River, Washington, USA - GW-RW T4_25-Nov-14",sediment metagenome,,,"[""gold:Gs0114663""]",,sand microcosm,Unclassified,,,,nmdc:Biosample
60e840cde9822b255ad942fd,2015-05-28,2014-04-30,microbial communities,0.5,0.5,meter,1,1.0,meter,Sterilized sand packs were incubated back in the ground and collected at time point T4.,Engineered,Artificial ecosystem,Unclassified,Sand microcosm,ENVO:01000253,ENVO:01000621,ENVO:01000017,"USA: Columbia River, Washington",sand microcosm,,gold:Gb0115232,GW-RW T4_30-Apr-14,46.37228379 -119.2717467,46.37228379,-119.2717467,"groundwater-surface water interaction zone in Washington, USA",2021-06-17,"Sand microcosm microbial communities from a hyporheic zone in Columbia River, Washington, USA - GW-RW T4_30-Apr-14",sediment metagenome,,,"[""gold:Gs0114663""]",,sand microcosm,Unclassified,,,,nmdc:Biosample
60e840cde9822b255ad942fe,2015-05-28,2014-11-04,microbial communities,0.5,0.5,meter,1,1.0,meter,Sterilized sand packs were incubated back in the ground and collected at time point T4.,Engineered,Artificial ecosystem,Unclassified,Sand microcosm,ENVO:01000253,ENVO:01000621,ENVO:01000017,"USA: Columbia River, Washington",sand microcosm,,gold:Gb0115233,GW-RW T4_4-Nov-14,46.37228379 -119.2717467,46.37228379,-119.2717467,"groundwater-surface water interaction zone in Washington, USA",2021-06-17,"Sand microcosm microbial communities from a hyporheic zone in Columbia River, Washington, USA - GW-RW T4_4-Nov-14",sediment metagenome,,,"[""gold:Gs0114663""]",,sand microcosm,Unclassified,,,,nmdc:Biosample
60e840cde9822b255ad942ff,2015-06-23,2014-08-14,microbial community,0,0.0,meter,,,,,Host-associated,Plants,Endosphere,Roots,ENVO:00000446,PO:0025025,PO:0009007,USA: Tennessee,Populus endosphere,Populus,gold:Gb0115838,Endosphere MetaG P. deltoides DD176-1,35.8443 -83.9607,35.8443,-83.9607,Populus endosphere,2021-06-12,"Populus endosphere microbial communities from Tennessee, USA - Endosphere MetaG P. deltoides DD176-1",root metagenome,,,"[""gold:Gs0103573""]",,Populus endosphere,Unclassified,,,,nmdc:Biosample
60e840cde9822b255ad94300,2015-06-23,2014-08-14,microbial community,0,0.0,meter,,,,,Host-associated,Plants,Endosphere,Roots,ENVO:00000446,PO:0025025,PO:0009007,USA: Tennessee,Populus endosphere,Populus,gold:Gb0115839,Endosphere MetaG P. deltoides DD176-2,35.8443 -83.9607,35.8443,-83.9607,Populus endosphere,2021-06-12,"Populus endosphere microbial communities from Tennessee, USA - Endosphere MetaG P. deltoides DD176-2",root metagenome,,,"[""gold:Gs0103573""]",,Populus endosphere,Unclassified,,,,nmdc:Biosample
60e840cde9822b255ad94301,2015-06-23,2014-08-14,microbial community,0,0.0,meter,,,,,Host-associated,Plants,Endosphere,Roots,ENVO:00000446,PO:0025025,PO:0009007,USA: Tennessee,Populus endosphere,Populus,gold:Gb0115840,Endosphere MetaG P. deltoides DD176-3,35.8443 -83.9607,35.8443,-83.9607,Populus endosphere,2021-06-12,"Populus endosphere microbial communities from Tennessee, USA - Endosphere MetaG P. deltoides DD176-3",root metagenome,,,"[""gold:Gs0103573""]",,Populus endosphere,Unclassified,,,,nmdc:Biosample
60e840cde9822b255ad94302,2015-06-23,2014-08-14,microbial community,0,0.0,meter,,,,,Host-associated,Plants,Endosphere,Roots,ENVO:00000446,PO:0025025,PO:0009007,USA: Tennessee,Populus endosphere,Populus,gold:Gb0115841,Endosphere MetaG P. deltoides DD176-4,35.8443 -83.9607,35.8443,-83.9607,Populus endosphere,2021-06-12,"Populus endosphere microbial communities from Tennessee, USA - Endosphere MetaG P. deltoides DD176-4",root metagenome,,,"[""gold:Gs0103573""]",,Populus endosphere,Unclassified,,,,nmdc:Biosample
60e840cde9822b255ad94303,2015-06-23,2014-08-14,microbial community,0,0.0,meter,,,,,Host-associated,Plants,Endosphere,Roots,ENVO:00000446,PO:0025025,PO:0009007,USA: Tennessee,Populus endosphere,Populus,gold:Gb0115842,Endosphere MetaG P. deltoides DD176-5,35.8443 -83.9607,35.8443,-83.9607,Populus endosphere,2021-06-12,"Populus endosphere microbial communities from Tennessee, USA - Endosphere MetaG P. deltoides DD176-5",root metagenome,,,"[""gold:Gs0103573""]",,Populus endosphere,Unclassified,,,,nmdc:Biosample
60e840cde9822b255ad94304,2015-06-23,2014-08-14,microbial community,0,0.0,meter,,,,,Host-associated,Plants,Endosphere,Roots,ENVO:00000446,PO:0025025,PO:0009007,USA: Tennessee,Populus endosphere,Populus,gold:Gb0115843,Endosphere MetaG P. TD hybrid TD303-1,35.8444 -83.9599,35.8444,-83.9599,Populus endosphere,2021-06-12,"Populus endosphere microbial communities from Tennessee, USA - Endosphere MetaG P. TD hybrid TD303-1",root metagenome,,,"[""gold:Gs0103573""]",,Populus endosphere,Unclassified,,,,nmdc:Biosample
60e840cde9822b255ad94305,2015-06-23,2014-08-14,microbial community,0,0.0,meter,,,,,Host-associated,Plants,Endosphere,Roots,ENVO:00000446,PO:0025025,PO:0009007,USA: Tennessee,Populus endosphere,Populus,gold:Gb0115844,Endosphere MetaG P. TD hybrid TD303-2,35.8444 -83.9599,35.8444,-83.9599,Populus endosphere,2021-06-12,"Populus endosphere microbial communities from Tennessee, USA - Endosphere MetaG P. TD hybrid TD303-2",root metagenome,,,"[""gold:Gs0103573""]",,Populus endosphere,Unclassified,,,,nmdc:Biosample
60e840cde9822b255ad94306,2015-06-23,2014-08-14,microbial community,0,0.0,meter,,,,,Host-associated,Plants,Endosphere,Roots,ENVO:00000446,PO:0025025,PO:0009007,USA: Tennessee,Populus endosphere,Populus,gold:Gb0115845,Endosphere MetaG P. TD hybrid TD303-3,35.8444 -83.9599,35.8444,-83.9599,Populus endosphere,2021-06-12,"Populus endosphere microbial communities from Tennessee, USA - Endosphere MetaG P. TD hybrid TD303-3",root metagenome,,,"[""gold:Gs0103573""]",,Populus endosphere,Unclassified,,,,nmdc:Biosample
60e840cde9822b255ad94307,2015-06-23,2014-08-14,microbial community,0,0.0,meter,,,,Populus endosphere,Host-associated,Plants,Endosphere,Roots,ENVO:00000446,PO:0025025,PO:0009007,USA: Tennessee,Populus endosphere,Populus,gold:Gb0115846,Endosphere MetaG P. TD hybrid TD303-4,35.8444 -83.9599,35.8444,-83.9599,Populus endosphere,2021-06-12,"Populus endosphere microbial communities from Tennessee, USA - Endosphere MetaG P. TD hybrid TD303-4",root metagenome,,,"[""gold:Gs0103573""]",,Populus endosphere,Unclassified,,,,nmdc:Biosample
60e840cde9822b255ad94308,2015-06-23,2014-08-14,microbial community,0,0.0,meter,,,,,Host-associated,Plants,Endosphere,Roots,ENVO:00000446,PO:0025025,PO:0009007,USA: Tennessee,Populus endosphere,Populus,gold:Gb0115847,Endosphere MetaG P. TD hybrid TD303-5,35.8444 -83.9599,35.8444,-83.9599,Populus endosphere,2021-06-12,"Populus endosphere microbial communities from Tennessee, USA - Endosphere MetaG P. TD hybrid TD303-5",root metagenome,,,"[""gold:Gs0103573""]",,Populus endosphere,Unclassified,,,,nmdc:Biosample
60e840cde9822b255ad94309,2015-06-23,2014-08-14,microbial community,0,0.0,meter,,,,,Environmental,Terrestrial,Drainage basin,Soil,ENVO:00000446,ENVO:00000291,ENVO:00005802,USA: Tennessee,Bulk soil,Populus,gold:Gb0115848,Soil MetaG P. deltoidesSBSDD1,35.8443 -83.9607,35.8443,-83.9607,"Tennessee, USA",2021-06-16,"Bulk soil microbial communities from a Populus tree surrounding site in Tennessee, USA - Soil MetaG P. deltoides SBSDD1",soil metagenome,,,"[""gold:Gs0103573""]",,Bulk soil,Bulk soil,,,,nmdc:Biosample
60e840cde9822b255ad9430a,2015-06-23,2014-08-14,microbial community,0,0.0,meter,,,,,Environmental,Terrestrial,Drainage basin,Soil,ENVO:00000446,ENVO:00000291,ENVO:00005802,USA: Tennessee,Bulk soil,Populus,gold:Gb0115849,Soil MetaG P. deltoidesSBSDD2,35.8443 -83.9607,35.8443,-83.9607,"Tennessee, USA",2021-06-16,"Bulk soil microbial communities from a Populus tree surrounding site in Tennessee, USA - Soil MetaG P. deltoides SBSDD2",soil metagenome,,,"[""gold:Gs0103573""]",,Bulk soil,Bulk soil,,,,nmdc:Biosample
60e840cde9822b255ad9430b,2015-06-23,2014-08-14,microbial community,0,0.0,meter,,,,,Environmental,Terrestrial,Drainage basin,Soil,ENVO:00000446,ENVO:00000291,ENVO:00005802,USA: Tennessee,Bulk soil,Populus,gold:Gb0115850,Soil MetaG P. deltoidesSBSDD3,35.8443 -83.9607,35.8443,-83.9607,"Tennessee, USA",2021-06-16,"Bulk soil microbial communities from a Populus tree surrounding site in Tennessee, USA - Soil MetaG P. deltoides SBSDD3",soil metagenome,,,"[""gold:Gs0103573""]",,Bulk soil,Bulk soil,,,,nmdc:Biosample
60e840cde9822b255ad9430c,2015-06-23,2014-08-14,microbial community,0,0.0,meter,,,,,Environmental,Terrestrial,Drainage basin,Soil,ENVO:00000446,ENVO:00000291,ENVO:00005802,USA: Tennessee,Bulk soil,Populus,gold:Gb0115851,Soil MetaG P. deltoidesSBSDD4,35.8443 -83.9607,35.8443,-83.9607,"Tennessee, USA",2021-06-16,"Bulk soil microbial communities from a Populus tree surrounding site in Tennessee, USA - Soil MetaG P. deltoides SBSDD4",soil metagenome,,,"[""gold:Gs0103573""]",,Bulk soil,Bulk soil,,,,nmdc:Biosample
60e840cde9822b255ad9430d,2015-06-23,2014-08-14,microbial community,0,0.0,meter,,,,,Environmental,Terrestrial,Drainage basin,Soil,ENVO:00000446,ENVO:00000291,ENVO:00005802,USA: Tennessee,Bulk soil,Populus,gold:Gb0115852,Soil MetaG P. deltoidesSBSDD5,35.8443 -83.9607,35.8443,-83.9607,"Tennessee, USA",2021-06-16,"Bulk soil microbial communities from a Populus tree surrounding site in Tennessee, USA - Soil MetaG P. deltoides SBSDD5",soil metagenome,,,"[""gold:Gs0103573""]",,Bulk soil,Bulk soil,,,,nmdc:Biosample
60e840cde9822b255ad9430e,2015-06-23,2014-08-14,microbial community,15,15.0,meter,,,,,Environmental,Terrestrial,Drainage basin,Soil,ENVO:00000446,ENVO:00000291,ENVO:00005802,USA: Tennessee,Bulk soil,Populus,gold:Gb0115853,Soil MetaG P. TD hybridSBSTD1,35.8444 -83.9599,35.8444,-83.9599,"Tennessee, USA",2021-06-16,"Bulk soil microbial communities from a Populus tree surrounding site in Tennessee, USA - Soil MetaG P. TD hybrid SBSTD1",soil metagenome,,,"[""gold:Gs0103573""]",,Bulk soil,Bulk soil,,,,nmdc:Biosample
60e840cde9822b255ad9430f,2015-06-23,2014-08-14,microbial community,0,0.0,meter,,,,,Environmental,Terrestrial,Drainage basin,Soil,ENVO:00000446,ENVO:00000291,ENVO:00005802,USA: Tennessee,Bulk soil,Populus,gold:Gb0115854,Soil MetaG P. TD hybridSBSTD2,35.8444 -83.9599,35.8444,-83.9599,"Tennessee, USA",2021-06-16,"Bulk soil microbial communities from a Populus tree surrounding site in Tennessee, USA - Soil MetaG P. TD hybrid SBSTD2",soil metagenome,,,"[""gold:Gs0103573""]",,Bulk soil,Bulk soil,,,,nmdc:Biosample
60e840cde9822b255ad94310,2015-06-23,2014-08-14,microbial community,0,0.0,meter,,,,,Environmental,Terrestrial,Drainage basin,Soil,ENVO:00000446,ENVO:00000291,ENVO:00005802,USA: Tennessee,Bulk soil,Populus,gold:Gb0115855,Soil MetaG P. TD hybridSBSTD3,35.8444 -83.9599,35.8444,-83.9599,"Tennessee, USA",2021-06-16,"Bulk soil microbial communities from a Populus tree surrounding site in Tennessee, USA - Soil MetaG P. TD hybrid SBSTD3",soil metagenome,,,"[""gold:Gs0103573""]",,Bulk soil,Bulk soil,,,,nmdc:Biosample
60e840cde9822b255ad94311,2015-06-23,2014-08-14,microbial community,0,0.0,meter,,,,,Environmental,Terrestrial,Drainage basin,Soil,ENVO:00000446,ENVO:00000291,ENVO:00005802,USA: Tennessee,Bulk soil,Populus,gold:Gb0115856,Soil MetaG P. TD hybridSBSTD4,35.8444 -83.9599,35.8444,-83.9599,"Tennessee, USA",2021-06-16,"Bulk soil microbial communities from a Populus tree surrounding site in Tennessee, USA - Soil MetaG P. TD hybrid SBSTD4",soil metagenome,,,"[""gold:Gs0103573""]",,Bulk soil,Bulk soil,,,,nmdc:Biosample
60e840cde9822b255ad94312,2015-06-23,2014-08-14,microbial community,0,0.0,meter,,,,,Environmental,Terrestrial,Drainage basin,Soil,ENVO:00000446,ENVO:00000291,ENVO:00005802,USA: Tennessee,Bulk soil,Populus,gold:Gb0115857,Soil MetaG P. TD hybridSBSTD5,35.8444 -83.9599,35.8444,-83.9599,"Tennessee, USA",2021-06-16,"Bulk soil microbial communities from a Populus tree surrounding site in Tennessee, USA - Soil MetaG P. TD hybrid SBSTD5",soil metagenome,,,"[""gold:Gs0103573""]",,Bulk soil,Bulk soil,,,,nmdc:Biosample
60e840cde9822b255ad94313,2015-06-23,2014-08-14,microbial community,0,0.0,meter,,,,,Host-associated,Plants,Rhizosphere,Roots,ENVO:00000446,ENVO:00005801,ENVO:00001998,USA: Tennessee,Populus rhizosphere,Populus,gold:Gb0115858,Rhizosphere MetaG P. deltoidesSRZDD1,35.8443 -83.9607,35.8443,-83.9607,Populus rhizosphere,2021-06-14,"Populus rhizosphere microbial communities from Tennessee, USA - Rhizosphere MetaG P. deltoides SRZDD1",rhizosphere metagenome,,,"[""gold:Gs0103573""]",,Rhizosphere soil,Soil,,,,nmdc:Biosample
60e840cde9822b255ad94314,2015-06-23,2014-08-14,microbial community,0,0.0,meter,,,,,Host-associated,Plants,Rhizosphere,Roots,ENVO:00000446,ENVO:00005801,ENVO:00001998,USA: Tennessee,Populus rhizosphere,Populus,gold:Gb0115859,Rhizosphere MetaG P. deltoidesSRZDD2,35.8443 -83.9607,35.8443,-83.9607,Populus rhizosphere,2021-06-14,"Populus rhizosphere microbial communities from Tennessee, USA - Rhizosphere MetaG P. deltoides SRZDD2",rhizosphere metagenome,,,"[""gold:Gs0103573""]",,Rhizosphere soil,Soil,,,,nmdc:Biosample
60e840cde9822b255ad94315,2015-06-23,2014-08-14,microbial community,0,0.0,meter,,,,,Host-associated,Plants,Rhizosphere,Roots,ENVO:00000446,ENVO:00005801,ENVO:00001998,USA: Tennessee,Populus rhizosphere,Populus,gold:Gb0115860,Rhizosphere MetaG P. deltoidesSRZDD3,35.8443 -83.9607,35.8443,-83.9607,Populus rhizosphere,2021-06-15,"Populus rhizosphere microbial communities from Tennessee, USA - Rhizosphere MetaG P. deltoides SRZDD3",rhizosphere metagenome,,,"[""gold:Gs0103573""]",,Rhizosphere soil,Soil,,,,nmdc:Biosample
60e840cde9822b255ad94316,2015-06-23,2014-08-14,microbial community,0,0.0,meter,,,,,Host-associated,Plants,Rhizosphere,Roots,ENVO:00000446,ENVO:00005801,ENVO:00001998,USA: Tennessee,Populus rhizosphere,Populus,gold:Gb0115861,Rhizosphere MetaG P. deltoidesSRZDD4,35.8443 -83.9607,35.8443,-83.9607,Populus rhizosphere,2021-06-14,"Populus rhizosphere microbial communities from Tennessee, USA - Rhizosphere MetaG P. deltoides SRZDD4",rhizosphere metagenome,,,"[""gold:Gs0103573""]",,Rhizosphere soil,Soil,,,,nmdc:Biosample
60e840cde9822b255ad94317,2015-06-23,2014-08-14,microbial community,0,0.0,meter,,,,,Host-associated,Plants,Rhizosphere,Roots,ENVO:00000446,ENVO:00005801,ENVO:00001998,USA: Tennessee,Populus rhizosphere,Populus,gold:Gb0115862,Rhizosphere MetaG P. deltoidesSRZDD5,35.8443 -83.9607,35.8443,-83.9607,Populus rhizosphere,2021-06-15,"Populus rhizosphere microbial communities from Tennessee, USA - Rhizosphere MetaG P. deltoides SRZDD5",rhizosphere metagenome,,,"[""gold:Gs0103573""]",,Rhizosphere soil,Soil,,,,nmdc:Biosample
60e840cde9822b255ad94318,2015-06-23,2014-08-14,microbial community,0,0.0,meter,,,,,Host-associated,Plants,Rhizosphere,Roots,ENVO:00000446,ENVO:00005801,ENVO:00001998,USA: Tennessee,Populus rhizosphere,Populus,gold:Gb0115863,Rhizosphere MetaG P. TD hybridSRZTD1,35.8444 -83.9599,35.8444,-83.9599,Populus rhizosphere,2021-06-15,"Populus rhizosphere microbial communities from Tennessee, USA - Rhizosphere MetaG P. TD hybrid SRZTD1",rhizosphere metagenome,,,"[""gold:Gs0103573""]",,Rhizosphere soil,Soil,,,,nmdc:Biosample
